INDX,wave,group,id,keep,obs_filter,dir_const,travel,Block Group,duration,speed,driveduration,stopduration,Telephone,Texting,Smoking,Belt,Pass,Agman,Agpassenger,Agother,total,begin_time1,end_time1,begin_time2,end_time2,begin_time3,end_time3,begin_time4,end_time4,begin_time5,end_time5,begin_time6,end_time6,begin_time7,end_time7,begin_time8,end_time8,begin_time9,end_time9,begin_time10,end_time10,begin_time11,end_time11,begin_time12,end_time12,arrival_time,e1,e2,e3,e4,e5,e6,e7,e8,e9,r1,r2,interviewer,startpoint,endpoint,starttime,endtime,travelcode,distance,direction
311,2nd wave - Non-anonimous,2nd wave - Treatment,311,1,Keep,Same direction or one trip only,Gudauri-Tbilisi,Zhinvali,103,63.15789413,95,8,0,0,0,0,0,0,0,0,0,9/28/2016 12:38,9/28/2016 13:08,9/28/2016 13:08,9/28/2016 13:39,9/28/2016 13:39,9/28/2016 14:08,9/28/2016 14:08,9/28/2016 14:21,,,,,,,,,,,,,,,,,9/28/2016 14:21,1,0,0,0,0,1,0,1,0,5,5,1842,Gudauri,Tbilisi,9/28/2016 12:38,9/28/2016 14:21,TBS-Gudauri / Gudauri--TBS,100,To Tbilisi
312,2nd wave - Non-anonimous,2nd wave - Treatment,312,1,Keep,Same direction or one trip only,Tbilisi-Gori,Gori,62,67.74193573,62,0,0,0,0,0,0,0,0,0,0,9/29/2016 9:12,9/29/2016 9:42,9/29/2016 9:42,9/29/2016 10:12,9/29/2016 10:12,9/29/2016 10:14,,,,,,,,,,,,,,,,,,,9/29/2016 10:14,1,1,0,0,0,1,0,1,0,5,5,1837,Tbilisi,Gori,9/29/2016 9:12,9/29/2016 10:14,TBS-Gori / Gori--TBS,70,From Tbilisi
313,3rd wave - Anonimous,3rd wave - New or former control,313,1,Keep,Same direction or one trip only,Dzegvi-Tbilisi,Mtskheta,25,43.63636398,22,3,0,0,0,1,9,0,0,0,10,10/18/2016 10:46,10/18/2016 11:11,,,,,,,,,,,,,,,,,,,,,,,10/18/2016 11:25,0,0,1,0,1,1,0,1,0,4,4,1836,Dzegvi,Tbilisi,10/18/2016 10:46,10/18/2016 11:11,TBS-Dzegvi / Dzegvi--TBS,16,To Tbilisi
314,3rd wave - Anonimous,3rd wave - New or former control,314,1,Keep,Same direction or one trip only,Samtredia-Tbilisi,Samtredia,251,65.04425049,226,25,1,0,1,0,6,2,0,0,10,10/12/2016 15:27,10/12/2016 15:59,10/12/2016 15:59,10/12/2016 16:27,10/12/2016 16:27,10/12/2016 16:57,10/12/2016 16:57,10/12/2016 17:31,10/12/2016 17:31,10/12/2016 17:58,10/12/2016 17:58,10/12/2016 18:27,10/12/2016 18:27,10/12/2016 18:56,10/12/2016 18:56,10/12/2016 19:27,10/12/2016 19:27,10/12/2016 19:38,,,,,,,10/12/2016 19:38,1,1,0,1,0,1,0,1,0,4,4,1842,Samtredia,Tbilisi,10/12/2016 15:27,10/12/2016 19:38,TBS-Samtredia / Samtredia--TBS,245,To Tbilisi
315,3rd wave - Anonimous,3rd wave - New or former control,315,1,Keep,Same direction or one trip only,Pasanauri-Tbilisi,Zhinvali,57,73.68421173,57,0,0,0,1,0,0,0,0,0,1,10/11/2016 14:37,10/11/2016 15:07,10/11/2016 15:07,10/11/2016 15:34,,,,,,,,,,,,,,,,,,,,,10/11/2016 15:34,1,-1,0,0,0,1,0,1,0,5,5,1828,Pasanauri,Tbilisi,10/11/2016 14:37,10/11/2016 15:34,TBS-Pasanauri / Pasanauri--TBS,70,To Tbilisi
316,3rd wave - Anonimous,3rd wave - New or former control,316,1,Keep,Same direction or one trip only,Kvareli-Tbilisi,Kvareli,104,73.80000305,100,4,0,0,0,0,3,0,0,0,3,10/19/2016 17:13,10/19/2016 17:45,10/19/2016 17:45,10/19/2016 18:12,10/19/2016 18:13,10/19/2016 18:41,10/19/2016 18:42,10/19/2016 18:57,,,,,,,,,,,,,,,,,10/19/2016 18:57,1,1,0,0,0,1,0,1,0,5,5,1842,Kvareli,Tbilisi,10/19/2016 17:13,10/19/2016 18:57,TBS-Kvareli / Kvareli--TBS,123,To Tbilisi
317,3rd wave - Anonimous,3rd wave - New or former control,317,1,Keep,Same direction or one trip only,Chiatura-Tbilisi,Sachkhere,170,75,136,34,1,0,0,6,21,12,0,0,40,10/18/2016 17:02,10/18/2016 17:32,10/18/2016 17:33,10/18/2016 18:03,10/18/2016 18:03,10/18/2016 18:34,10/18/2016 18:34,10/18/2016 19:03,10/18/2016 19:03,10/18/2016 19:33,10/18/2016 19:33,10/18/2016 19:52,,,,,,,,,,,,,10/18/2016 19:52,1,1,0,0,0,0,0,1,0,3,3,1824,Chiatura,Tbilisi,10/18/2016 17:02,10/18/2016 19:52,TBS-Chiatura / Chiatura--TBS,170,To Tbilisi
318,3rd wave - Anonimous,3rd wave - Former treatment,244,1,Keep,Same direction or one trip only,Zestaponi-Tbilisi,Zestaponi,169,71.05263519,152,17,5,0,0,0,4,0,0,0,9,10/13/2016 14:10,10/13/2016 14:40,10/13/2016 14:40,10/13/2016 15:10,10/13/2016 15:10,10/13/2016 15:40,10/13/2016 15:40,10/13/2016 16:10,10/13/2016 16:10,10/13/2016 16:40,10/13/2016 16:40,10/13/2016 16:59,,,,,,,,,,,,,10/13/2016 17:00,1,-1,0,0,0,1,0,1,0,4,4,1818,Zestaponi,Tbilisi,10/13/2016 14:10,10/13/2016 16:59,TBS-Zestaponi / Zestaponi--TBS,180,To Tbilisi
319,3rd wave - Anonimous,3rd wave - New or former control,319,1,Keep,Same direction or one trip only,Kutaisi-Tbilisi,Kutaisi,214,63.58208847,201,13,0,0,0,0,5,0,0,0,5,10/18/2016 17:30,10/18/2016 18:00,10/18/2016 18:00,10/18/2016 18:35,10/18/2016 18:35,10/18/2016 19:00,10/18/2016 19:00,10/18/2016 19:32,10/18/2016 19:32,10/18/2016 20:01,10/18/2016 20:01,10/18/2016 20:35,10/18/2016 20:35,10/18/2016 21:00,10/18/2016 21:00,10/18/2016 21:04,,,,,,,,,10/18/2016 21:05,1,1,0,0,0,1,0,1,0,5,5,1842,Kutaisi,Tbilisi,10/18/2016 17:30,10/18/2016 21:04,TBS-Kutaisi / Kutaisi--TBS,213,To Tbilisi
320,2nd wave - Non-anonimous,2nd wave - Treatment,177,1,Keep,Different directions,Tbilisi-Tsnori,Gurjaani,114,57.1428566,105,9,0,0,0,0,9,6,0,0,15,9/29/2016 9:46,9/29/2016 10:15,9/29/2016 10:15,9/29/2016 10:45,9/29/2016 10:45,9/29/2016 11:15,9/29/2016 11:15,9/29/2016 11:40,,,,,,,,,,,,,,,,,9/29/2016 11:40,1,1,0,0,1,1,0,1,0,4,4,1853,Tbilisi,Tsnori,9/29/2016 9:46,9/29/2016 11:40,TBS-Tsnori / Tsnori--TBS,100,From Tbilisi
321,2nd wave - Non-anonimous,2nd wave - Treatment,321,1,Keep,Same direction or one trip only,Tbilisi-Pasanauri,Zhinvali,76,62.6865654,67,9,1,0,0,0,17,0,0,0,18,9/28/2016 10:43,9/28/2016 11:13,9/28/2016 11:13,9/28/2016 11:43,9/28/2016 11:43,9/28/2016 11:59,,,,,,,,,,,,,,,,,,,9/28/2016 11:59,1,1,1,1,1,1,0,1,0,4,4,1836,Tbilisi,Pasanauri,9/28/2016 10:43,9/28/2016 11:59,TBS-Pasanauri / Pasanauri--TBS,70,From Tbilisi
322,3rd wave - Anonimous,3rd wave - New or former control,57,0,Drop,Observation filtered out,Bakuriani-Tbilisi,Bakuriani,139,79.52381134,126,13,5,1,0,0,9,9,0,0,24,10/20/2016 17:11,10/20/2016 17:41,10/20/2016 17:41,10/20/2016 18:11,10/20/2016 18:11,10/20/2016 18:41,10/20/2016 18:41,10/20/2016 19:12,10/20/2016 19:12,10/20/2016 19:30,,,,,,,,,,,,,,,10/20/2016 19:30,0,-1,0,0,0,1,1,1,0,1,1,1834,Bakuriani,Tbilisi,10/20/2016 17:11,10/20/2016 19:30,TBS-Bakuriani / Bakuriani--TBS,167,To Tbilisi
323,3rd wave - Anonimous,3rd wave - New or former control,323,1,Keep,Same direction or one trip only,Tbilisi-Mereti,Gori,80,75.58441925,77,3,4,0,0,2,4,3,0,0,13,10/12/2016 10:12,10/12/2016 10:42,10/12/2016 10:42,10/12/2016 11:12,10/12/2016 11:12,10/12/2016 11:32,,,,,,,,,,,,,,,,,,,10/12/2016 11:32,1,1,0,0,0,1,0,1,0,4,4,1824,Tbilisi,Mereti,10/12/2016 10:12,10/12/2016 11:32,TBS-Mereti / Mereti--TBS,97,From Tbilisi
324,1st wave - Anonimous,1st wave - Control,199,1,Keep,Same direction or one trip only,Tbilisi-Sachkhere,Sachkhere,141,71.27819824,133,8,4,0,0,1,3,1,0,0,9,9/21/2016 12:02,9/21/2016 12:31,9/21/2016 12:31,9/21/2016 13:00,9/21/2016 13:00,9/21/2016 13:34,9/21/2016 13:34,9/21/2016 14:03,9/21/2016 14:03,9/21/2016 14:23,,,,,,,,,,,,,,,9/21/2016 14:23,1,1,0,0,1,1,0,1,0,3,3,1853,Tbilisi,Sachkhere,9/21/2016 12:02,9/21/2016 14:23,TBS-Sachkhere / Sachkhere--TBS,158,From Tbilisi
325,3rd wave - Anonimous,3rd wave - New or former control,325,1,Keep,Same direction or one trip only,Metekhi-Tbilisi,Metekhi,49,56.08695602,46,3,3,0,0,0,0,0,0,0,3,10/19/2016 12:39,10/19/2016 13:09,10/19/2016 13:09,10/19/2016 13:28,,,,,,,,,,,,,,,,,,,,,10/19/2016 13:29,1,-1,0,0,0,0,0,0,0,4,4,1833,Metekhi,Tbilisi,10/19/2016 12:39,10/19/2016 13:28,TBS-Metekhi / Metekhi--TBS,43,To Tbilisi
326,3rd wave - Anonimous,3rd wave - New or former control,133,1,Keep,Same direction or one trip only,Gori-Tbilisi,Gori,43,97.67441559,43,0,0,0,0,0,0,0,0,0,0,10/12/2016 16:05,10/12/2016 16:35,10/12/2016 16:35,10/12/2016 16:48,,,,,,,,,,,,,,,,,,,,,10/12/2016 17:02,0,1,0,0,1,1,0,1,0,4,4,1819,Gori,Tbilisi,10/12/2016 16:05,10/12/2016 16:48,TBS-Gori / Gori--TBS,70,To Tbilisi
327,1st wave - Anonimous,1st wave - Control,327,1,Keep,Same direction or one trip only,Tbilisi-Shilda,Kvareli,124,50.24390411,123,1,0,0,1,0,9,1,0,0,11,9/21/2016 9:12,9/21/2016 9:42,9/21/2016 9:42,9/21/2016 10:12,9/21/2016 10:12,9/21/2016 10:42,9/21/2016 10:42,9/21/2016 11:12,9/21/2016 11:12,9/21/2016 11:16,,,,,,,,,,,,,,,9/21/2016 11:16,1,0,0,0,0,1,0,1,0,3,3,1810,Tbilisi,Shilda,9/21/2016 9:12,9/21/2016 11:16,TBS-Shilda / Shilda--TBS,103,From Tbilisi
328,2nd wave - Non-anonimous,2nd wave - Treatment,328,1,Keep,Same direction or one trip only,Ozurgeti-Tbilisi,Samtredia,311,61.43344879,293,18,2,0,2,0,7,1,0,0,12,9/27/2016 15:58,9/27/2016 16:28,9/27/2016 16:28,9/27/2016 16:58,9/27/2016 16:58,9/27/2016 17:28,9/27/2016 17:28,9/27/2016 17:58,9/27/2016 17:58,9/27/2016 18:28,9/27/2016 18:28,9/27/2016 18:58,9/27/2016 18:58,9/27/2016 19:28,9/27/2016 19:28,9/27/2016 19:58,9/27/2016 19:58,9/27/2016 20:28,9/27/2016 20:28,9/27/2016 20:58,9/27/2016 20:58,9/27/2016 21:09,,,9/27/2016 21:09,1,0,1,0,0,0,1,1,0,4,3,1834,Ozurgeti,Tbilisi,9/27/2016 15:58,9/27/2016 21:09,TBS-Ozurgeti / Ozurgeti--TBS,300,To Tbilisi
330,3rd wave - Anonimous,3rd wave - New or former control,112,1,Keep,Same direction or one trip only,Tbilisi-Samtredia,Samtredia,210,78.19149017,188,22,1,0,0,0,0,0,0,0,1,10/13/2016 10:20,10/13/2016 10:50,10/13/2016 10:50,10/13/2016 11:20,10/13/2016 11:20,10/13/2016 11:50,10/13/2016 11:50,10/13/2016 12:20,10/13/2016 12:20,10/13/2016 12:50,10/13/2016 12:50,10/13/2016 13:20,10/13/2016 13:20,10/13/2016 13:50,10/13/2016 13:50,10/13/2016 13:50,,,,,,,,,10/13/2016 14:08,1,1,0,0,0,1,0,1,0,5,5,1834,Tbilisi,Samtredia,10/13/2016 10:20,10/13/2016 13:50,TBS-Samtredia / Samtredia--TBS,245,From Tbilisi
331,3rd wave - Anonimous,3rd wave - Former treatment,41,1,Keep,Same direction or one trip only,Tbilisi-Aghaiani,Kaspi,34,52.25806427,31,3,0,0,0,0,5,0,0,0,5,10/11/2016 14:35,10/11/2016 15:05,10/11/2016 15:05,10/11/2016 15:09,,,,,,,,,,,,,,,,,,,,,10/11/2016 15:09,0,0,0,0,1,1,0,1,0,4,4,1836,Tbilisi,Aghaiani,10/11/2016 14:35,10/11/2016 15:09,TBS-Aghaiani / Aghaiani--TBS,27,From Tbilisi
332,3rd wave - Anonimous,3rd wave - Former treatment,2,1,Keep,Same direction or one trip only,Tbilisi-Akhaltsikhe,Akhaltsikhe,161,76.97368622,152,9,10,0,0,0,6,7,0,0,23,10/18/2016 11:15,10/18/2016 11:45,10/18/2016 11:45,10/18/2016 12:15,10/18/2016 12:15,10/18/2016 12:45,10/18/2016 12:45,10/18/2016 13:15,10/18/2016 13:15,10/18/2016 13:45,10/18/2016 13:45,10/18/2016 13:56,,,,,,,,,,,,,10/18/2016 14:00,0,0,0,0,0,1,0,1,0,3,3,1819,Tbilisi,Akhaltsikhe,10/18/2016 11:15,10/18/2016 13:56,TBS-Akhaltsikhe / Akhaltsikhe--TBS,195,From Tbilisi
333,2nd wave - Non-anonimous,2nd wave - Treatment,203,1,Keep,Same direction or one trip only,Tbilisi-Zestaponi,Zestaponi,151,78.26087189,138,13,1,0,0,0,0,0,0,0,1,9/27/2016 10:18,9/27/2016 10:48,9/27/2016 10:48,9/27/2016 11:18,9/27/2016 11:18,9/27/2016 11:48,9/27/2016 11:48,9/27/2016 12:18,9/27/2016 12:18,9/27/2016 12:48,9/27/2016 12:48,9/27/2016 12:49,,,,,,,,,,,,,9/27/2016 12:49,1,1,0,0,0,1,0,1,0,5,5,1828,Tbilisi,Zestaponi,9/27/2016 10:18,9/27/2016 12:49,TBS-Zestaponi / Zestaponi--TBS,180,From Tbilisi
334,2nd wave - Non-anonimous,2nd wave - Treatment,126,1,Keep,Different directions,Tbilisi-Gori,Gori,57,73.68421173,57,0,0,0,0,0,0,2,0,0,2,9/28/2016 11:00,9/28/2016 11:30,9/28/2016 11:30,9/28/2016 11:57,,,,,,,,,,,,,,,,,,,,,9/28/2016 11:58,0,1,0,0,1,1,0,1,0,4,4,1841,Tbilisi,Gori,9/28/2016 11:00,9/28/2016 11:57,TBS-Gori / Gori--TBS,70,From Tbilisi
335,3rd wave - Anonimous,3rd wave - New or former control,335,1,Keep,Same direction or one trip only,Tbilisi-Samtredia,Samtredia,250,62.02531815,237,13,1,0,2,0,8,1,0,0,12,10/12/2016 9:30,10/12/2016 10:03,10/12/2016 10:03,10/12/2016 10:49,10/12/2016 11:38,10/12/2016 12:00,10/12/2016 12:00,10/12/2016 12:31,10/12/2016 12:31,10/12/2016 12:31,10/12/2016 13:03,10/12/2016 13:31,10/12/2016 13:31,10/12/2016 13:40,,,,,,,,,,,10/12/2016 13:40,1,1,0,0,0,1,0,1,0,3,3,1842,Tbilisi,Samtredia,10/12/2016 9:30,10/12/2016 13:40,TBS-Samtredia / Samtredia--TBS,245,From Tbilisi
336,2nd wave - Non-anonimous,2nd wave - Treatment,268,1,Keep,Same direction or one trip only,Tbilisi-Akhalsopeli,Kvareli,123,69.31034851,116,7,10,0,0,1,6,1,0,0,18,9/29/2016 10:00,9/29/2016 10:30,9/29/2016 10:30,9/29/2016 11:00,9/29/2016 11:00,9/29/2016 11:30,9/29/2016 11:30,9/29/2016 12:00,9/29/2016 12:00,9/29/2016 12:03,,,,,,,,,,,,,,,9/29/2016 12:03,0,-2,1,-2,0,1,0,-2,0,3,3,1838,Tbilisi,Akhalsopeli,9/29/2016 10:00,9/29/2016 12:03,TBS-Akhalsopeli / Akhalsopeli--TBS,134,From Tbilisi
337,3rd wave - Anonimous,3rd wave - New or former control,16,0,Drop,Observation filtered out,Chargali-Tbilisi,Zhinvali,119,36.80672455,119,0,0,0,0,1,0,0,0,0,1,10/13/2016 13:30,10/13/2016 14:00,10/13/2016 14:00,10/13/2016 14:30,10/13/2016 14:30,10/13/2016 15:00,10/13/2016 15:00,10/13/2016 15:29,,,,,,,,,,,,,,,,,10/13/2016 15:29,1,1,0,0,0,1,0,1,0,4,4,1832,Chargali,Tbilisi,10/13/2016 13:30,10/13/2016 15:29,TBS-Chargali / Chargali--TBS,73,To Tbilisi
338,3rd wave - Anonimous,3rd wave - Former treatment,28,1,Keep,Same direction or one trip only,Bakuriani-Tbilisi,Bakuriani,149,72.08633423,139,10,3,0,2,0,25,0,0,0,30,10/12/2016 17:07,10/12/2016 17:37,10/12/2016 17:37,10/12/2016 18:07,10/12/2016 18:07,10/12/2016 18:37,10/12/2016 18:37,10/12/2016 19:07,10/12/2016 19:07,10/12/2016 19:36,,,,,,,,,,,,,,,10/12/2016 19:36,0,0,0,-1,1,1,0,1,0,4,4,1836,Bakuriani,Tbilisi,10/12/2016 17:07,10/12/2016 19:36,TBS-Bakuriani / Bakuriani--TBS,167,To Tbilisi
339,3rd wave - Anonimous,3rd wave - New or former control,339,1,Keep,Same direction or one trip only,Tbilisi-Okami,Gori,30,74,30,0,0,0,0,0,0,0,0,0,0,10/18/2016 11:40,10/18/2016 12:10,,,,,,,,,,,,,,,,,,,,,,,10/18/2016 12:11,1,1,0,1,0,1,0,1,0,5,5,1838,Tbilisi,Okami,10/18/2016 11:40,10/18/2016 12:10,TBS-Okami / Okami--TBS,37,From Tbilisi
340,3rd wave - Anonimous,3rd wave - New or former control,340,1,Keep,Same direction or one trip only,Tbilisi-Tianeti,Zhinvali,85,43.76470566,85,0,3,0,0,0,3,0,0,0,6,10/11/2016 10:25,10/11/2016 10:55,10/11/2016 10:55,10/11/2016 11:25,10/11/2016 11:25,10/11/2016 11:50,,,,,,,,,,,,,,,,,,,10/11/2016 11:50,1,1,0,0,0,1,0,1,0,4,4,1834,Tbilisi,Tianeti,10/11/2016 10:25,10/11/2016 11:50,TBS-Tianeti / Tianeti--TBS,62,From Tbilisi
341,3rd wave - Anonimous,3rd wave - Former treatment,341,1,Keep,Same direction or one trip only,Akhalsopeli-Tbilisi,Kvareli,115,75.84906006,106,9,8,0,0,1,6,3,0,0,18,10/12/2016 12:06,10/12/2016 12:36,10/12/2016 12:36,10/12/2016 13:06,10/12/2016 13:06,10/12/2016 13:36,10/12/2016 13:36,10/12/2016 14:01,,,,,,,,,,,,,,,,,10/12/2016 14:01,1,-1,0,0,1,1,0,0,-1,3,3,1833,Akhalsopeli,Tbilisi,10/12/2016 12:06,10/12/2016 14:01,TBS-Akhalsopeli / Akhalsopeli--TBS,134,To Tbilisi
342,1st wave - Anonimous,1st wave - Control,342,1,Keep,Same direction or one trip only,Tbilisi-Terjola,Zestaponi,145,79.86206818,145,0,8,0,5,0,19,5,0,0,37,9/21/2016 9:11,9/21/2016 9:41,9/21/2016 9:41,9/21/2016 10:11,9/21/2016 10:11,9/21/2016 10:40,9/21/2016 10:41,9/21/2016 11:10,9/21/2016 11:11,9/21/2016 11:36,,,,,,,,,,,,,,,9/21/2016 11:36,1,1,1,0,0,1,0,1,0,3,3,1835,Tbilisi,Terjola,9/21/2016 9:11,9/21/2016 11:36,TBS-Terjola / Terjola--TBS,193,From Tbilisi
343,1st wave - Anonimous,1st wave - Control,100,1,Keep,Same direction or one trip only,Zestaponi-Tbilisi,Zestaponi,169,71.05263519,152,17,4,0,3,0,8,4,0,0,19,9/21/2016 13:10,9/21/2016 13:40,9/21/2016 13:40,9/21/2016 14:10,9/21/2016 14:10,9/21/2016 14:40,9/21/2016 14:40,9/21/2016 14:54,9/21/2016 15:10,9/21/2016 15:40,9/21/2016 15:40,9/21/2016 15:59,,,,,,,,,,,,,9/21/2016 15:59,0,1,1,0,1,1,0,1,0,4,4,1841,Zestaponi,Tbilisi,9/21/2016 13:10,9/21/2016 15:59,TBS-Zestaponi / Zestaponi--TBS,180,To Tbilisi
344,1st wave - Anonimous,1st wave - Control,220,0,Drop,Observation filtered out,Saguramo-Tbilisi,Saguramo,34,24.70588303,34,0,1,0,1,2,2,0,0,0,6,9/20/2016 10:47,9/20/2016 11:15,9/20/2016 11:15,9/20/2016 11:21,,,,,,,,,,,,,,,,,,,,,9/20/2016 11:21,0,0,0,0,1,0,0,0,0,3,3,1836,Saguramo,Tbilisi,9/20/2016 10:47,9/20/2016 11:21,TBS-Saguramo / Saguramo--TBS,14,To Tbilisi
345,3rd wave - Anonimous,3rd wave - New or former control,345,1,Keep,Same direction or one trip only,Tsnori-Tbilisi,Gurjaani,90,71.42857361,84,6,0,0,0,0,3,0,0,0,3,10/11/2016 12:06,10/11/2016 12:36,10/11/2016 12:36,10/11/2016 13:06,10/11/2016 13:06,10/11/2016 13:36,,,,,,,,,,,,,,,,,,,10/11/2016 13:50,1,1,0,0,0,1,0,1,0,5,5,1839,Tsnori,Tbilisi,10/11/2016 12:06,10/11/2016 13:36,TBS-Tsnori / Tsnori--TBS,100,To Tbilisi
346,3rd wave - Anonimous,3rd wave - New or former control,346,1,Keep,Same direction or one trip only,Zestaponi-Tbilisi,Zestaponi,152,73.97260284,146,6,1,0,4,0,0,0,0,0,5,10/19/2016 15:16,10/19/2016 15:46,10/19/2016 15:46,10/19/2016 16:16,10/19/2016 16:16,10/19/2016 16:46,10/19/2016 16:46,10/19/2016 17:16,10/19/2016 17:16,10/19/2016 17:46,10/19/2016 17:46,10/19/2016 17:48,,,,,,,,,,,,,10/19/2016 17:48,1,-1,0,0,0,1,0,1,0,5,5,1828,Zestaponi,Tbilisi,10/19/2016 15:16,10/19/2016 17:48,TBS-Zestaponi / Zestaponi--TBS,180,To Tbilisi
347,1st wave - Anonimous,1st wave - Control,239,1,Keep,Different directions,Chokhatauri-Tbilisi,Samtredia,265,66.91358185,243,22,4,0,0,0,3,4,0,0,11,9/21/2016 15:41,9/21/2016 16:11,9/21/2016 16:11,9/21/2016 16:41,9/21/2016 16:41,9/21/2016 17:11,9/21/2016 17:11,9/21/2016 17:41,9/21/2016 17:41,9/21/2016 18:11,9/21/2016 18:11,9/21/2016 18:41,9/21/2016 18:41,9/21/2016 19:11,9/21/2016 19:11,9/21/2016 19:41,9/21/2016 19:41,9/21/2016 20:06,,,,,,,9/21/2016 20:06,1,1,0,0,0,1,0,1,0,4,5,1837,Chokhatauri,Tbilisi,9/21/2016 15:41,9/21/2016 20:06,TBS-Chokhatauri / Chokhatauri--TBS,271,To Tbilisi
348,3rd wave - Anonimous,3rd wave - Former treatment,65,1,Keep,Same direction or one trip only,Chiatura-Tbilisi,Sachkhere,134,76.11940002,134,0,3,0,0,0,2,5,0,0,10,10/13/2016 16:30,10/13/2016 17:00,10/13/2016 17:00,10/13/2016 17:34,10/13/2016 17:34,10/13/2016 18:02,10/13/2016 18:02,10/13/2016 18:33,10/13/2016 18:33,10/13/2016 18:44,,,,,,,,,,,,,,,10/13/2016 18:44,1,1,0,0,0,1,0,1,1,3,4,1851,Chiatura,Tbilisi,10/13/2016 16:30,10/13/2016 18:44,TBS-Chiatura / Chiatura--TBS,170,To Tbilisi
349,3rd wave - Anonimous,3rd wave - Former treatment,321,1,Keep,Same direction or one trip only,Tbilisi-Pasanauri,Zhinvali,74,58.33333206,72,2,0,0,0,0,1,0,0,0,1,10/11/2016 10:24,10/11/2016 10:54,10/11/2016 10:54,10/11/2016 11:24,10/11/2016 11:24,10/11/2016 11:38,,,,,,,,,,,,,,,,,,,10/11/2016 11:38,1,-1,0,0,1,1,0,1,0,5,5,1828,Tbilisi,Pasanauri,10/11/2016 10:24,10/11/2016 11:38,TBS-Pasanauri / Pasanauri--TBS,70,From Tbilisi
350,2nd wave - Non-anonimous,2nd wave - Treatment,350,1,Keep,Same direction or one trip only,Kavtiskhevi-Tbilisi,Mtskheta,52,36.92307663,52,0,5,0,0,1,3,2,0,0,11,9/28/2016 10:35,9/28/2016 11:05,9/28/2016 11:05,9/28/2016 11:26,9/28/2016 11:26,9/28/2016 11:27,,,,,,,,,,,,,,,,,,,9/28/2016 11:27,1,1,1,1,0,1,0,1,0,3,3,1853,Kavtiskhevi,Tbilisi,9/28/2016 10:35,9/28/2016 11:27,TBS-Kavtiskhevi / Kavtiskhevi--TBS,32,To Tbilisi
351,1st wave - Anonimous,1st wave - Control,203,1,Keep,Same direction or one trip only,Tbilisi-Sairme,Zestaponi,150,98.84892273,139,11,7,0,5,2,14,4,0,0,32,9/21/2016 10:30,9/21/2016 11:00,9/21/2016 11:00,9/21/2016 11:30,9/21/2016 11:30,9/21/2016 12:00,9/21/2016 12:00,9/21/2016 12:30,9/21/2016 12:30,9/21/2016 13:00,,,,,,,,,,,,,,,9/21/2016 13:00,0,1,0,0,0,1,0,1,1,4,4,1841,Tbilisi,Sairme,9/21/2016 10:30,9/21/2016 13:00,TBS-Sairme / Sairme--TBS,229,From Tbilisi
352,3rd wave - Anonimous,3rd wave - New or former control,136,1,Keep,Same direction or one trip only,Tbilisi-Tirdznisi,Gori,68,80.30769348,65,3,1,0,2,0,0,10,1,0,14,10/18/2016 10:16,10/18/2016 10:48,10/18/2016 10:48,10/18/2016 11:16,10/18/2016 11:16,10/18/2016 11:24,,,,,,,,,,,,,,,,,,,10/18/2016 11:24,1,1,0,0,0,1,0,1,0,2,2,1853,Tbilisi,Tirdznisi,10/18/2016 10:16,10/18/2016 11:24,TBS-Tirdznisi / Tirdznisi--TBS,87,From Tbilisi
353,3rd wave - Anonimous,3rd wave - Former treatment,73,1,Keep,Same direction or one trip only,Tbilisi-Chiatura,Sachkhere,139,77.8625946,131,8,2,0,0,0,19,4,0,0,25,10/12/2016 9:45,10/12/2016 10:15,10/12/2016 10:15,10/12/2016 10:45,10/12/2016 10:45,10/12/2016 11:15,10/12/2016 11:15,10/12/2016 11:45,10/12/2016 11:45,10/12/2016 12:04,,,,,,,,,,,,,,,10/12/2016 12:04,1,1,0,1,0,1,0,1,1,4,3,1841,Tbilisi,Chiatura,10/12/2016 9:45,10/12/2016 12:04,TBS-Chiatura / Chiatura--TBS,170,From Tbilisi
354,1st wave - Anonimous,1st wave - Control,10,0,Drop,Observation filtered out,Tbilisi-Borjomi,Borjomi,106,81.50943756,106,0,1,0,0,4,1,0,0,0,6,9/21/2016 8:44,9/21/2016 9:14,9/21/2016 9:14,9/21/2016 9:44,9/21/2016 9:44,9/21/2016 10:14,9/21/2016 10:14,9/21/2016 10:30,,,,,,,,,,,,,,,,,9/21/2016 10:30,1,0,0,0,1,0,0,1,0,5,4,1805,Tbilisi,Borjomi,9/21/2016 8:44,9/21/2016 10:30,TBS-Borjomi / Borjomi--TBS,144,From Tbilisi
355,3rd wave - Anonimous,3rd wave - New or former control,355,1,Keep,Same direction or one trip only,Bulachauri-Tbilisi,Zhinvali,45,44.61538315,39,6,0,0,0,0,1,0,0,0,1,10/11/2016 14:35,10/11/2016 15:05,10/11/2016 15:05,10/11/2016 15:20,,,,,,,,,,,,,,,,,,,,,10/11/2016 15:20,1,0,0,0,0,0,0,0,0,4,4,1818,Bulachauri,Tbilisi,10/11/2016 14:35,10/11/2016 15:20,TBS-Bulachauri / Bulachauri--TBS,29,To Tbilisi
